date,contract_preamble,expiry_date,mean,median,mode,skewness,kurtosis,variance
2022-12-25,CPICOREYOY-22DEC,2022-12-25,5.622448979591836,5.2,5.1,0.8181818181818185,-2.000190825962576,0.29561849229487736
2023-02-07,CPICOREYOY-23JAN,2023-02-07,5.804081632653062,5.800000000000001,5.800000000000001,0.9999999999999067,43.085118749999516,7.996668054977037e-4
2023-02-10,CPICOREYOY-23JUL,2023-03-12,3.979591836734694,4,4,-0.9999999999999893,4.756155000000039,0.00366513952519784
2023-02-11,CPICOREYOY-23JUL,2023-03-12,3.979591836734694,4,4,-0.9999999999999893,4.756155000000039,0.00366513952519784
2023-02-12,CPICOREYOY-23FEB,2023-03-14,5.390816326530613,5.4,5.4,-0.13846153846151496,0.5363476981153887,0.009813619325281138
2023-02-12,CPICOREYOY-23JUL,2023-03-12,3.979591836734694,4,4,-0.9999999999999893,4.756155000000039,0.00366513952519784
2023-02-13,CPICOREYOY-23FEB,2023-03-14,5.390816326530613,5.4,5.4,-0.13846153846151496,0.5363476981153887,0.009813619325281138
2023-02-13,CPICOREYOY-23JUL,2023-03-12,3.979591836734694,4,4,-0.9999999999999893,4.756155000000039,0.00366513952519784
2023-02-14,CPICOREYOY-23FEB,2023-03-14,5.390816326530613,5.4,5.4,-0.13846153846151496,0.5363476981153887,0.009813619325281138
2023-02-14,CPICOREYOY-23JUL,2023-03-12,3.979591836734694,4,4,-0.9999999999999893,4.756155000000039,0.00366513952519784
2023-02-15,CPICOREYOY-23FEB,2023-03-14,5.390816326530613,5.4,5.4,-0.13846153846151496,0.5363476981153887,0.009813619325281138
2023-02-15,CPICOREYOY-23JUL,2023-03-12,3.979591836734694,4,4,-0.9999999999999893,4.756155000000039,0.00366513952519784
2023-02-16,CPICOREYOY-23FEB,2023-03-14,5.390816326530613,5.4,5.4,-0.13846153846151496,0.5363476981153887,0.009813619325281138
2023-02-16,CPICOREYOY-23JUL,2023-03-12,3.979591836734694,4,4,-0.9999999999999893,4.756155000000039,0.00366513952519784
2023-02-17,CPICOREYOY-23FEB,2023-03-14,5.390816326530613,5.4,5.4,-0.13846153846151496,0.5363476981153887,0.009813619325281138
2023-02-17,CPICOREYOY-23JUL,2023-03-12,3.979591836734694,4,4,-0.9999999999999893,4.756155000000039,0.00366513952519784
2023-02-18,CPICOREYOY-23FEB,2023-03-14,5.390816326530613,5.4,5.4,-0.13846153846151496,0.5363476981153887,0.009813619325281138
2023-02-18,CPICOREYOY-23JUL,2023-03-12,3.979591836734694,4,4,-0.9999999999999893,4.756155000000039,0.00366513952519784
2023-02-19,CPICOREYOY-23FEB,2023-03-14,5.390816326530613,5.4,5.4,-0.13846153846151496,0.5363476981153887,0.009813619325281138
2023-02-19,CPICOREYOY-23JUL,2023-03-12,3.979591836734694,4,4,-0.9999999999999893,4.756155000000039,0.00366513952519784
2023-02-20,CPICOREYOY-23FEB,2023-03-14,5.390816326530613,5.4,5.4,-0.13846153846151496,0.5363476981153887,0.009813619325281138
2023-02-20,CPICOREYOY-23JUL,2023-03-12,3.979591836734694,4,4,-0.9999999999999893,4.756155000000039,0.00366513952519784
2023-02-21,CPICOREYOY-23FEB,2023-03-14,5.390816326530613,5.4,5.4,-0.13846153846151496,0.5363476981153887,0.009813619325281138
2023-02-21,CPICOREYOY-23JUL,2023-03-12,3.979591836734694,4,4,-0.9999999999999893,4.756155000000039,0.00366513952519784
2023-02-22,CPICOREYOY-23FEB,2023-03-14,5.390816326530613,5.4,5.4,-0.13846153846151496,0.5363476981153887,0.009813619325281138
2023-02-22,CPICOREYOY-23JUL,2023-03-12,3.979591836734694,4,4,-0.9999999999999893,4.756155000000039,0.00366513952519784
2023-02-23,CPICOREYOY-23FEB,2023-03-14,5.390816326530613,5.4,5.4,-0.13846153846151496,0.5363476981153887,0.009813619325281138
2023-02-23,CPICOREYOY-23JUL,2023-03-12,3.979591836734694,4,4,-0.9999999999999893,4.756155000000039,0.00366513952519784
2023-02-24,CPICOREYOY-23FEB,2023-03-14,5.390816326530613,5.4,5.4,-0.13846153846151496,0.5363476981153887,0.009813619325281138
2023-02-24,CPICOREYOY-23JUL,2023-03-12,3.979591836734694,4,4,-0.9999999999999893,4.756155000000039,0.00366513952519784
2023-02-25,CPICOREYOY-23FEB,2023-03-14,5.390816326530613,5.4,5.4,-0.13846153846151496,0.5363476981153887,0.009813619325281138
2023-02-25,CPICOREYOY-23JUL,2023-03-12,3.979591836734694,4,4,-0.9999999999999893,4.756155000000039,0.00366513952519784
2023-02-26,CPICOREYOY-23FEB,2023-03-14,5.390816326530613,5.4,5.4,-0.13846153846151496,0.5363476981153887,0.009813619325281138
2023-02-26,CPICOREYOY-23JUL,2023-03-12,3.979591836734694,4,4,-0.9999999999999893,4.756155000000039,0.00366513952519784
2023-02-27,CPICOREYOY-23FEB,2023-03-14,5.390816326530613,5.4,5.4,-0.13846153846151496,0.5363476981153887,0.009813619325281138
2023-02-27,CPICOREYOY-23JUL,2023-03-12,3.979591836734694,4,4,-0.9999999999999893,4.756155000000039,0.00366513952519784
2023-02-28,CPICOREYOY-23FEB,2023-03-14,5.390816326530613,5.4,5.4,-0.13846153846151496,0.5363476981153887,0.009813619325281138
2023-02-28,CPICOREYOY-23JUL,2023-03-12,3.979591836734694,4,4,-0.9999999999999893,4.756155000000039,0.00366513952519784
2023-03-01,CPICOREYOY-23FEB,2023-03-14,5.389795918367348,5.4,5.4,-0.15151515151513018,1.5213570749108394,0.010508121615993338
